Word,uniqueID,defs_wordNet,n_synsets,rateGPTLaura,rateSandbox,ambigious_final,comment
silicone,silicone,any of a large class of siloxanes that are unusually stable over a wide range of temperatures; used in lubricants and adhesives and coatings and synthetic rubber and electrical insulation',1,,0,0,
silverware,silverware,tableware made of silver or silver plate or pewter or stainless steel',1,,0,0,
sim card,sim_card,,,,0,0,
sink,sink,plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe';;'(technology) a process that acts to absorb or remove energy or a substance from a system';;'a depression in the ground communicating with a subterranean passage (especially in limestone) and formed by solution or by collapse of a cavern roof';;'a covered cistern; waste water and sewage flow into it',4,,[0 0],0,
skateboard,skateboard,a board with wheels that is ridden in a standing or crouching position and propelled by foot',1,,0,0,
skeleton,skeleton,something reduced to its minimal form';;'a scandal that is kept secret';;'the hard structure (bones and cartilages) that provides a frame for the body of an animal';;'the internal supporting structure that gives an artifact its shape',4,,[0 0 0],0,
skewer,skewer,a long pin for holding meat in position while it is being roasted',1,,0,0,
ski,ski,narrow wood or metal or plastic runners used in pairs for gliding over snow',1,,0,0,
ski boots,ski_boots,a stiff boot that is fastened to a ski with a ski binding',1,,0,0,
ski lift,ski_lift,a powered conveyance that carries skiers up a hill',1,,0,0,
ski pole,ski_pole,a pole with metal points used as an aid in skiing',1,,0,0,
skin,skin,a natural protective body covering and site of the sense of touch';;'an outer surface (usually thin)';;'body covering of a living animal';;'a person's skin regarded as their life';;'the rind of a fruit or vegetable';;'a bag serving as a container for liquids; it is made from the hide of an animal',6,,[0 0],0,
skirt,skirt,cloth covering that forms the part of a garment below the waist';;'a garment hanging from the waist; worn mainly by girls and women';;'(Fungi) a remnant of the partial veil that in mature mushrooms surrounds the stem like a collar';;'informal terms for a (young) woman',4,,[0 0],0,
skull,skull,the bony skeleton of the head of vertebrates',1,,0,0,
skunk,skunk,a person who is deemed to be despicable or contemptible';;'a defeat in a game where one side fails to score';;'street names for marijuana';;'American musteline mammal typically ejecting an intensely malodorous fluid when startled; in some classifications put in a separate subfamily Mephitinae',4,,[0 0],0,
sled,sled,a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow',1,,0,0,
sledgehammer,sledgehammer,a heavy long-handled hammer used to drive stakes or wedges',1,,0,0,
sleeping bag,sleeping_bag,large padded bag designed to be slept in outdoors; usually rolls up like a bedroll',1,,0,0,
slicer,slicer,"a golfer whose shots typically curve right (for right-handed golfers)';;'a machine for cutting; usually with a revolving blade';;'knife especially designed for slicing particular foods, as cheese'",3,,[0 0],0,
slide,slide,a small flat rectangular piece of glass on which specimens can be mounted for microscopic study';;'(geology) the descent of a large mass of earth or rocks or snow etc.';;'(music) rapid sliding up or down the musical scale';;'plaything consisting of a sloping chute down which children can slide';;'the act of moving smoothly along a surface while remaining in contact with it';;'a transparency mounted in a frame; viewed with a slide projector';;'sloping channel through which things can descend',7,,[0 1],0,
slime,slime,"any thick, viscous matter'",1,,0,0,
slingshot,slingshot,a plaything consisting of a Y-shaped stick with elastic between the arms; used to propel small stones',1,,0,0,
slipper,slipper,low footwear that can be slipped on and off easily; usually worn indoors';;'a person who slips or slides because of loss of traction',2,,[0 0],0,
slot machine,slot_machine,a machine that is operated by the insertion of a coin in a slot',1,,0,0,
sloth,sloth,a disinclination to work or exert yourself';;'any of several slow-moving arboreal mammals of South America and Central America; they hang from branches back downward and feed on leaves and fruits';;'apathy and inactivity in the practice of virtue (personified as one of the deadly sins)',3,,[0 0],0,
smoke alarm,smoke_alarm,an alarm that is tripped off by fire or smoke',1,,0,0,
smoothie,smoothie,someone with an assured and ingratiating manner';;'a thick smooth drink consisting of fresh fruit pureed with ice cream or yoghurt or milk',2,,[0],0,
snack,snack,a light informal meal',1,,0,0,
snail,snail,freshwater or marine or terrestrial gastropod mollusk usually having an external enclosing spiral shell';;'edible terrestrial snail usually served in the shell with a sauce of melted butter and garlic',2,,[0 0],0,
snake,snake,"limbless scaly elongate reptile; some are venomous';;'a deceitful or treacherous person';;'a tributary of the Columbia River that rises in Wyoming and flows westward; discovered in 1805 by the Lewis and Clark Expedition';;'a long faint constellation in the southern hemisphere near the equator stretching between Virgo and Cancer';;'something long, thin, and flexible that resembles a snake'",5,,[0 0 0],0,
snorkel,snorkel,'breathing device consisting of a bent tube fitting into a swimmer\'s mouth and extending above the surface; allows swimmer to breathe while face down in the water\';;\'air passage provided by a retractable device containing intake and exhaust pipes; permits a submarine to stay submerged for extended periods of time\',2,,[0 0],0,
snow,snow,precipitation falling from clouds in the form of ice crystals';;'a layer of snowflakes (white crystals of frozen water) covering the ground';;'English writer of novels about moral dilemmas in academe (1905-1980)';;'street names for cocaine',4,,[0 0],0,
snowball,snowball,plant having heads of fragrant white trumpet-shaped flowers; grows in sandy arid regions';;'ball of ice cream covered with coconut and usually chocolate sauce';;'ball of crushed ice with fruit syrup';;'snow pressed into a ball for throwing (playfully)',4,,[1],0,
snowboard,snowboard,a board that resembles a broad ski or a small surfboard; used in a standing position to slide down snow-covered slopes',1,,0,0,
snowman,snowman,a figure of a person made of packed snow',1,,0,0,
snowmobile,snowmobile,tracked vehicle for travel on snow having skis in front',1,,0,0,
snowplow,snowplow,a vehicle used to push snow from roads',1,,0,0,
snowshoe,snowshoe,a device to help you walk on deep snow; a lightweight frame shaped like a racquet is strengthened with cross pieces and contains a network of thongs; one is worn on each foot',1,,0,0,
snowsuit,snowsuit,"""a child's overgarment for cold weather""",1,,0,0,
soap,soap,a cleansing agent made from the salts of vegetable or animal fats';;'money offered as a bribe';;'street names for gamma hydroxybutyrate',3,,[0 0],0,
soccer ball,soccer_ball,an inflated ball used in playing soccer',1,,0,0,
sock,sock,"hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee';;'a truncated cloth cone mounted on a mast; used (e.g., at airports) to show the direction of the wind'",2,,[0 0],0,
soda,soda,a sodium salt of carbonic acid; used in making soap powders and glass and paper';;'a sweet drink containing carbonated water and flavoring',2,,[0 0],0,
soda fountain,soda_fountain,a counter where ice cream and sodas and sundaes are prepared and served';;'an apparatus for dispensing soda water',2,,[0 0],0,
sofa bed,sofa_bed,a sofa that can be converted into a bed',1,,0,0,
solar panel,solar_panel,electrical device consisting of a large array of connected solar cells',1,,0,0,
soldering iron,soldering_iron,a hand tool with a heatable tip; used to melt and apply solder',1,,0,0,
sombrero,sombrero,one of the islands of Saint Christopher-Nevis';; 'a straw hat with a tall crown and broad brim; worn in American southwest and in Mexico',2,,0,0,
sonogram,sonogram,an image of a structure that is produced by ultrasonography (reflections of high-frequency sound waves); used to observe fetal growth or to study bodily organs',1,,0,0,
sorbet,sorbet,an ice containing no milk but having a mushy consistency; usually made from fruit juice',1,,0,0,
souffle,souffle,light fluffy dish of egg yolks and stiffly beaten egg whites mixed with e.g. cheese or fish or fruit',1,,0,0,
soup,soup,liquid food especially of meat or fish or vegetable stock often containing pieces of solid food';;'any composition having a consistency suggestive of soup';;'an unfortunate situation',3,,[0 0],0,
soy sauce,soy_sauce,thin sauce made of fermented soy beans',1,,0,0,
space shuttle,space_shuttle,"""a reusable spacecraft with wings for a controlled descent through the Earth's atmosphere""",1,,0,0,
